"Index Name","Date","Open","High","Low","Close"
"NIFTY METAL","30 Dec 2016","2650.40","2663.20","2640.95","2652.50"
"NIFTY METAL","29 Dec 2016","2603.60","2653.25","2600.85","2645.05"
"NIFTY METAL","28 Dec 2016","2618.65","2629.20","2597.85","2605.65"
"NIFTY METAL","27 Dec 2016","2540.70","2616.40","2523.40","2609.30"
"NIFTY METAL","26 Dec 2016","2606.15","2608.30","2536.95","2543.95"
"NIFTY METAL","23 Dec 2016","2628.00","2641.90","2598.65","2623.10"
"NIFTY METAL","22 Dec 2016","2702.55","2702.95","2622.50","2630.50"
"NIFTY METAL","21 Dec 2016","2705.90","2725.00","2688.70","2707.80"
"NIFTY METAL","20 Dec 2016","2721.10","2730.50","2679.20","2693.50"
"NIFTY METAL","19 Dec 2016","2733.65","2748.55","2712.50","2716.10"
"NIFTY METAL","16 Dec 2016","2801.60","2804.40","2739.15","2742.80"
"NIFTY METAL","15 Dec 2016","2753.95","2818.45","2749.20","2786.10"
"NIFTY METAL","14 Dec 2016","2815.25","2825.90","2781.20","2784.75"
"NIFTY METAL","13 Dec 2016","2858.20","2862.95","2813.55","2827.50"
"NIFTY METAL","12 Dec 2016","2859.35","2877.80","2852.95","2857.85"
"NIFTY METAL","09 Dec 2016","2877.65","2879.50","2854.00","2865.25"
"NIFTY METAL","08 Dec 2016","2819.55","2876.70","2815.75","2868.80"
"NIFTY METAL","07 Dec 2016","2792.05","2802.35","2761.25","2786.65"
"NIFTY METAL","06 Dec 2016","2773.80","2790.50","2761.40","2781.45"
"NIFTY METAL","05 Dec 2016","2723.25","2765.90","2713.85","2758.65"
"NIFTY METAL","02 Dec 2016","2732.10","2767.50","2711.25","2717.60"
"NIFTY METAL","01 Dec 2016","2813.95","2814.50","2741.55","2748.80"
"NIFTY METAL","30 Nov 2016","2775.35","2805.50","2748.80","2798.90"
"NIFTY METAL","29 Nov 2016","2805.30","2822.40","2771.85","2777.00"
"NIFTY METAL","28 Nov 2016","2762.00","2792.30","2746.00","2784.60"
"NIFTY METAL","25 Nov 2016","2732.70","2776.85","2729.35","2757.45"
"NIFTY METAL","24 Nov 2016","2667.85","2731.05","2654.20","2711.30"
"NIFTY METAL","23 Nov 2016","2640.05","2683.90","2627.65","2677.50"
"NIFTY METAL","22 Nov 2016","2562.40","2615.65","2560.40","2610.70"
"NIFTY METAL","21 Nov 2016","2633.20","2659.45","2532.10","2536.20"
"NIFTY METAL","18 Nov 2016","2663.80","2679.90","2610.25","2626.00"
"NIFTY METAL","17 Nov 2016","2648.25","2699.20","2640.25","2662.95"
"NIFTY METAL","16 Nov 2016","2715.30","2718.75","2621.30","2645.65"
"NIFTY METAL","15 Nov 2016","2786.55","2812.90","2659.25","2668.10"
"NIFTY METAL","11 Nov 2016","2838.10","2856.85","2802.15","2810.65"
"NIFTY METAL","10 Nov 2016","2763.15","2891.25","2761.65","2870.05"
"NIFTY METAL","09 Nov 2016","2538.70","2710.95","2508.55","2700.55"
"NIFTY METAL","08 Nov 2016","2744.95","2762.65","2723.50","2739.20"
"NIFTY METAL","07 Nov 2016","2714.65","2743.30","2704.40","2728.30"
"NIFTY METAL","04 Nov 2016","2745.00","2758.85","2644.70","2674.75"
"NIFTY METAL","03 Nov 2016","2745.90","2811.75","2733.35","2737.95"
"NIFTY METAL","02 Nov 2016","2738.25","2771.60","2726.65","2756.75"
"NIFTY METAL","01 Nov 2016","2692.15","2796.70","2683.65","2781.00"
"NIFTY METAL","30 Oct 2016","2689.75","2694.10","2673.65","2681.05"
"NIFTY METAL","28 Oct 2016","2630.15","2682.80","2628.05","2678.35"
"NIFTY METAL","27 Oct 2016","2625.60","2635.85","2606.80","2619.60"
"NIFTY METAL","26 Oct 2016","2668.65","2697.05","2628.05","2641.15"
"NIFTY METAL","25 Oct 2016","2677.05","2688.00","2655.15","2679.50"
"NIFTY METAL","24 Oct 2016","2689.75","2701.95","2683.85","2690.80"
"NIFTY METAL","21 Oct 2016","2705.75","2706.80","2667.35","2688.05"
"NIFTY METAL","20 Oct 2016","2686.30","2717.10","2682.30","2708.50"
"NIFTY METAL","19 Oct 2016","2671.35","2683.90","2655.90","2669.65"
"NIFTY METAL","18 Oct 2016","2626.35","2666.85","2625.80","2663.10"
"NIFTY METAL","17 Oct 2016","2643.10","2658.85","2605.00","2611.10"
"NIFTY METAL","14 Oct 2016","2660.15","2666.55","2634.60","2643.50"
"NIFTY METAL","13 Oct 2016","2692.05","2693.45","2617.20","2656.25"
"NIFTY METAL","10 Oct 2016","2689.35","2722.60","2686.15","2710.40"
"NIFTY METAL","07 Oct 2016","2650.00","2668.75","2620.70","2666.55"
"NIFTY METAL","06 Oct 2016","2647.85","2677.45","2619.70","2640.10"
"NIFTY METAL","05 Oct 2016","2638.80","2649.40","2625.75","2635.25"
"NIFTY METAL","04 Oct 2016","2601.55","2622.55","2578.85","2614.65"
"NIFTY METAL","03 Oct 2016","2542.10","2590.00","2540.20","2586.05"
"NIFTY METAL","30 Sep 2016","2467.00","2530.65","2466.85","2522.05"
"NIFTY METAL","29 Sep 2016","2594.30","2598.95","2476.80","2488.60"
"NIFTY METAL","28 Sep 2016","2524.05","2586.80","2523.15","2579.05"
"NIFTY METAL","27 Sep 2016","2552.75","2559.70","2519.35","2523.60"
"NIFTY METAL","26 Sep 2016","2539.20","2557.95","2529.50","2539.45"
"NIFTY METAL","23 Sep 2016","2541.05","2559.55","2533.65","2542.00"
"NIFTY METAL","22 Sep 2016","2549.70","2560.60","2523.95","2540.55"
"NIFTY METAL","21 Sep 2016","2495.85","2523.90","2491.40","2511.85"
"NIFTY METAL","20 Sep 2016","2491.05","2513.85","2473.85","2495.10"
"NIFTY METAL","19 Sep 2016","2456.35","2488.90","2447.85","2485.55"
"NIFTY METAL","16 Sep 2016","2504.55","2516.10","2442.30","2450.90"
"NIFTY METAL","15 Sep 2016","2506.75","2508.95","2469.85","2489.80"
"NIFTY METAL","14 Sep 2016","2480.15","2499.95","2454.40","2496.55"
"NIFTY METAL","12 Sep 2016","2551.65","2568.95","2477.35","2485.70"
"NIFTY METAL","09 Sep 2016","2661.50","2661.50","2601.85","2607.20"
"NIFTY METAL","08 Sep 2016","2645.10","2685.15","2643.20","2660.25"
"NIFTY METAL","07 Sep 2016","2620.05","2639.20","2610.75","2632.95"
"NIFTY METAL","06 Sep 2016","2579.55","2610.50","2576.55","2607.05"
"NIFTY METAL","02 Sep 2016","2578.50","2578.50","2545.75","2570.95"
"NIFTY METAL","01 Sep 2016","2568.10","2587.80","2559.50","2574.55"
"NIFTY METAL","31 Aug 2016","2605.15","2623.60","2558.15","2566.75"
"NIFTY METAL","30 Aug 2016","2594.25","2611.60","2588.55","2606.90"
"NIFTY METAL","29 Aug 2016","2548.95","2584.90","2539.65","2579.85"
"NIFTY METAL","26 Aug 2016","2563.80","2568.35","2540.80","2551.95"
"NIFTY METAL","25 Aug 2016","2597.85","2603.90","2548.45","2553.85"
"NIFTY METAL","24 Aug 2016","2601.35","2607.60","2587.95","2595.55"
"NIFTY METAL","23 Aug 2016","2604.30","2618.05","2567.10","2597.35"
"NIFTY METAL","22 Aug 2016","2622.40","2622.40","2593.70","2608.70"
"NIFTY METAL","19 Aug 2016","2611.55","2635.30","2591.30","2629.80"
"NIFTY METAL","18 Aug 2016","2608.40","2611.15","2587.80","2595.05"
"NIFTY METAL","17 Aug 2016","2549.90","2602.25","2549.90","2599.80"
"NIFTY METAL","16 Aug 2016","2514.95","2556.05","2503.85","2550.10"
"NIFTY METAL","12 Aug 2016","2481.10","2524.25","2481.10","2510.15"
"NIFTY METAL","11 Aug 2016","2494.85","2495.90","2442.75","2474.30"
"NIFTY METAL","10 Aug 2016","2515.95","2529.10","2476.45","2494.25"
"NIFTY METAL","09 Aug 2016","2539.40","2539.40","2498.45","2510.00"
"NIFTY METAL","08 Aug 2016","2533.85","2555.40","2528.25","2531.75"
"NIFTY METAL","05 Aug 2016","2477.00","2520.85","2477.00","2517.55"
"NIFTY METAL","04 Aug 2016","2430.70","2457.90","2412.30","2451.90"
"NIFTY METAL","03 Aug 2016","2425.20","2436.55","2403.05","2411.15"
"NIFTY METAL","02 Aug 2016","2463.60","2470.00","2406.10","2411.30"
"NIFTY METAL","01 Aug 2016","2431.10","2466.05","2416.95","2459.00"
"NIFTY METAL","29 Jul 2016","2445.80","2460.70","2419.00","2422.70"
"NIFTY METAL","28 Jul 2016","2460.75","2462.25","2429.10","2440.45"
"NIFTY METAL","27 Jul 2016","2450.75","2470.10","2417.05","2462.05"
"NIFTY METAL","26 Jul 2016","2444.40","2472.75","2430.40","2439.45"
"NIFTY METAL","25 Jul 2016","2428.15","2446.95","2408.45","2442.00"
"NIFTY METAL","22 Jul 2016","2388.50","2434.05","2362.80","2428.15"
"NIFTY METAL","21 Jul 2016","2412.95","2414.05","2382.85","2387.80"
"NIFTY METAL","20 Jul 2016","2407.90","2417.25","2396.85","2406.65"
"NIFTY METAL","19 Jul 2016","2396.30","2409.20","2374.25","2399.85"
"NIFTY METAL","18 Jul 2016","2425.00","2440.60","2377.75","2388.60"
"NIFTY METAL","15 Jul 2016","2411.65","2433.10","2397.50","2418.90"
"NIFTY METAL","14 Jul 2016","2397.30","2409.35","2371.85","2399.25"
"NIFTY METAL","13 Jul 2016","2364.40","2424.10","2362.00","2390.35"
"NIFTY METAL","12 Jul 2016","2288.15","2357.10","2285.30","2350.75"
"NIFTY METAL","11 Jul 2016","2253.40","2279.40","2253.40","2275.60"
"NIFTY METAL","08 Jul 2016","2232.60","2234.15","2208.10","2223.95"
"NIFTY METAL","07 Jul 2016","2250.35","2268.95","2225.35","2232.00"
"NIFTY METAL","05 Jul 2016","2238.20","2255.95","2226.75","2239.70"
"NIFTY METAL","04 Jul 2016","2211.05","2236.55","2211.05","2233.50"
"NIFTY METAL","01 Jul 2016","2198.45","2212.10","2195.90","2199.15"
"NIFTY METAL","30 Jun 2016","2162.35","2190.65","2156.80","2182.10"
"NIFTY METAL","29 Jun 2016","2130.00","2148.25","2128.25","2142.20"
"NIFTY METAL","28 Jun 2016","2103.05","2120.00","2098.40","2115.85"
