"Index Name","Date","Open","High","Low","Close"
"NIFTY FMCG","30 Dec 2022","44640.65","44740.35","44086.00","44171.45"
"NIFTY FMCG","29 Dec 2022","44537.55","44630.75","44099.00","44508.00"
"NIFTY FMCG","28 Dec 2022","44566.90","44634.70","44408.40","44589.15"
"NIFTY FMCG","27 Dec 2022","44880.05","44981.25","44480.50","44559.40"
"NIFTY FMCG","26 Dec 2022","44279.35","44864.30","44057.80","44744.05"
"NIFTY FMCG","23 Dec 2022","44823.60","44976.65","44245.65","44314.90"
"NIFTY FMCG","22 Dec 2022","45383.15","45569.50","44923.50","45085.55"
"NIFTY FMCG","21 Dec 2022","45835.00","45864.45","45189.15","45284.70"
"NIFTY FMCG","20 Dec 2022","45866.30","45888.70","45402.05","45694.70"
"NIFTY FMCG","19 Dec 2022","45449.40","46013.55","45383.00","45981.45"
"NIFTY FMCG","16 Dec 2022","45472.80","45541.60","45096.25","45320.75"
"NIFTY FMCG","15 Dec 2022","45864.40","45977.30","45427.35","45544.55"
"NIFTY FMCG","14 Dec 2022","46243.95","46285.65","45840.35","45949.35"
"NIFTY FMCG","13 Dec 2022","46312.55","46331.20","46037.15","46145.55"
"NIFTY FMCG","12 Dec 2022","46093.25","46244.20","45973.05","46215.20"
"NIFTY FMCG","09 Dec 2022","45964.95","46235.15","45821.90","46159.50"
"NIFTY FMCG","08 Dec 2022","45720.45","45986.05","45612.65","45767.05"
"NIFTY FMCG","07 Dec 2022","45423.90","45878.45","45313.95","45724.60"
"NIFTY FMCG","06 Dec 2022","44977.10","45341.20","44961.05","45287.85"
"NIFTY FMCG","05 Dec 2022","45123.05","45232.75","44781.40","45151.15"
"NIFTY FMCG","02 Dec 2022","45348.55","45351.40","45025.90","45154.20"
"NIFTY FMCG","01 Dec 2022","45680.60","45690.70","45188.10","45370.65"
"NIFTY FMCG","30 Nov 2022","45085.85","45788.05","45079.00","45536.55"
"NIFTY FMCG","29 Nov 2022","44261.05","45151.70","44254.65","45078.55"
"NIFTY FMCG","28 Nov 2022","44042.30","44313.45","43974.00","44251.05"
"NIFTY FMCG","25 Nov 2022","44331.55","44331.55","43878.75","44102.60"
"NIFTY FMCG","24 Nov 2022","43991.45","44388.45","43932.60","44241.75"
"NIFTY FMCG","23 Nov 2022","44000.80","44009.20","43736.35","43854.20"
"NIFTY FMCG","22 Nov 2022","43619.00","43881.85","43526.05","43854.15"
"NIFTY FMCG","21 Nov 2022","43647.25","43688.60","43456.20","43611.00"
"NIFTY FMCG","18 Nov 2022","43915.65","43958.80","43447.90","43747.00"
"NIFTY FMCG","17 Nov 2022","43923.40","44084.80","43775.45","43845.10"
"NIFTY FMCG","16 Nov 2022","43960.10","44012.65","43594.80","43910.30"
"NIFTY FMCG","15 Nov 2022","44054.65","44077.40","43468.05","43911.05"
"NIFTY FMCG","14 Nov 2022","44570.40","44692.55","43878.30","43919.15"
"NIFTY FMCG","11 Nov 2022","44988.15","45035.50","44431.05","44520.50"
