"Index Name","Date","Open","High","Low","Close"
"NIFTY PHARMA","29 Dec 2017","9635.15","9675.10","9590.75","9620.10"
"NIFTY PHARMA","28 Dec 2017","9683.10","9732.90","9559.65","9584.20"
"NIFTY PHARMA","27 Dec 2017","9447.75","9699.65","9438.50","9639.85"
"NIFTY PHARMA","26 Dec 2017","9336.65","9436.10","9307.45","9416.00"
"NIFTY PHARMA","22 Dec 2017","9346.95","9361.00","9309.20","9326.60"
"NIFTY PHARMA","21 Dec 2017","9335.25","9418.15","9303.10","9321.60"
"NIFTY PHARMA","20 Dec 2017","9314.65","9365.80","9260.35","9285.45"
"NIFTY PHARMA","19 Dec 2017","9284.90","9313.65","9233.45","9299.65"
"NIFTY PHARMA","18 Dec 2017","9102.20","9286.40","8921.30","9230.45"
"NIFTY PHARMA","15 Dec 2017","9152.40","9162.25","9081.10","9100.30"
"NIFTY PHARMA","14 Dec 2017","9032.60","9087.95","8975.45","9070.85"
"NIFTY PHARMA","13 Dec 2017","9135.80","9160.40","8982.15","9002.80"
"NIFTY PHARMA","12 Dec 2017","9271.65","9273.15","9099.20","9119.10"
"NIFTY PHARMA","11 Dec 2017","9162.40","9206.10","9129.95","9186.10"
"NIFTY PHARMA","08 Dec 2017","8986.60","9121.65","8977.85","9098.45"
"NIFTY PHARMA","07 Dec 2017","8944.95","9016.15","8923.55","8960.40"
"NIFTY PHARMA","06 Dec 2017","9047.85","9063.25","8923.55","8938.20"
"NIFTY PHARMA","05 Dec 2017","9040.20","9074.65","8981.95","9043.15"
"NIFTY PHARMA","04 Dec 2017","9137.25","9152.90","9010.70","9052.00"
"NIFTY PHARMA","01 Dec 2017","9280.55","9301.20","9055.95","9083.85"
"NIFTY PHARMA","30 Nov 2017","9328.30","9364.50","9219.40","9238.75"
"NIFTY PHARMA","29 Nov 2017","9336.85","9401.45","9327.80","9351.85"
"NIFTY PHARMA","28 Nov 2017","9368.45","9396.65","9285.40","9318.50"
"NIFTY PHARMA","27 Nov 2017","9324.95","9392.85","9294.35","9368.70"
"NIFTY PHARMA","24 Nov 2017","9320.25","9371.05","9292.95","9364.30"
"NIFTY PHARMA","23 Nov 2017","9290.65","9321.60","9244.75","9293.20"
"NIFTY PHARMA","22 Nov 2017","9353.55","9365.50","9255.90","9278.00"
"NIFTY PHARMA","21 Nov 2017","9173.70","9419.35","9155.20","9346.55"
"NIFTY PHARMA","20 Nov 2017","9184.20","9200.40","9119.90","9143.35"
"NIFTY PHARMA","17 Nov 2017","9159.50","9221.30","9137.45","9161.80"
"NIFTY PHARMA","16 Nov 2017","9045.25","9102.85","9003.60","9082.65"
"NIFTY PHARMA","15 Nov 2017","9170.65","9193.80","8990.15","9025.20"
"NIFTY PHARMA","14 Nov 2017","9240.90","9284.00","9174.30","9208.45"
"NIFTY PHARMA","13 Nov 2017","9334.65","9345.45","9168.70","9238.85"
"NIFTY PHARMA","10 Nov 2017","9460.40","9484.10","9262.50","9311.50"
"NIFTY PHARMA","09 Nov 2017","9616.65","9623.20","9289.05","9435.85"
"NIFTY PHARMA","08 Nov 2017","9553.05","9659.25","9483.40","9494.95"
"NIFTY PHARMA","07 Nov 2017","9953.50","9986.60","9364.25","9469.75"
"NIFTY PHARMA","06 Nov 2017","9886.70","9962.10","9854.20","9894.10"
"NIFTY PHARMA","03 Nov 2017","10052.25","10062.50","9845.35","9897.20"
"NIFTY PHARMA","02 Nov 2017","9782.60","10060.35","9782.60","10004.50"
"NIFTY PHARMA","01 Nov 2017","9750.05","9827.40","9694.20","9711.55"
"NIFTY PHARMA","31 Oct 2017","9753.75","9829.20","9697.95","9756.00"
"NIFTY PHARMA","30 Oct 2017","9686.05","9852.60","9599.10","9754.85"
"NIFTY PHARMA","27 Oct 2017","9497.20","9722.85","9488.05","9650.10"
"NIFTY PHARMA","26 Oct 2017","9385.35","9474.85","9302.20","9428.35"
"NIFTY PHARMA","25 Oct 2017","9527.70","9539.85","9332.65","9346.75"
"NIFTY PHARMA","24 Oct 2017","9554.55","9561.85","9479.55","9490.00"
"NIFTY PHARMA","23 Oct 2017","9637.90","9654.85","9495.75","9542.20"
"NIFTY PHARMA","19 Oct 2017","9646.40","9655.65","9561.10","9593.50"
"NIFTY PHARMA","18 Oct 2017","9760.80","9760.80","9611.60","9622.60"
"NIFTY PHARMA","17 Oct 2017","9683.35","9752.60","9638.85","9740.55"
"NIFTY PHARMA","16 Oct 2017","9588.10","9705.35","9579.45","9692.55"
"NIFTY PHARMA","13 Oct 2017","9593.80","9613.80","9526.35","9545.60"
"NIFTY PHARMA","12 Oct 2017","9561.50","9592.60","9483.50","9577.10"
"NIFTY PHARMA","11 Oct 2017","9563.35","9586.85","9385.15","9441.15"
"NIFTY PHARMA","10 Oct 2017","9556.75","9608.90","9506.75","9530.30"
"NIFTY PHARMA","09 Oct 2017","9497.15","9568.55","9463.80","9505.70"
"NIFTY PHARMA","06 Oct 2017","9444.20","9497.60","9402.50","9477.75"
"NIFTY PHARMA","05 Oct 2017","9404.90","9508.65","9377.35","9394.15"
"NIFTY PHARMA","04 Oct 2017","9245.20","9407.15","9208.15","9372.30"
"NIFTY PHARMA","03 Oct 2017","9308.95","9314.90","9196.15","9214.95"
"NIFTY PHARMA","29 Sep 2017","9131.10","9245.30","9112.00","9172.60"
"NIFTY PHARMA","28 Sep 2017","9037.65","9182.40","8977.25","9111.55"
"NIFTY PHARMA","27 Sep 2017","9254.75","9257.90","8997.25","9036.45"
"NIFTY PHARMA","26 Sep 2017","9294.30","9377.20","9234.95","9297.90"
"NIFTY PHARMA","25 Sep 2017","9468.00","9474.15","9239.40","9297.05"
"NIFTY PHARMA","22 Sep 2017","9629.15","9709.20","9428.80","9465.45"
"NIFTY PHARMA","21 Sep 2017","9364.95","9663.10","9363.30","9629.75"
"NIFTY PHARMA","20 Sep 2017","9327.40","9372.15","9231.80","9319.85"
"NIFTY PHARMA","19 Sep 2017","9357.40","9417.30","9269.60","9293.95"
"NIFTY PHARMA","18 Sep 2017","9378.95","9403.55","9217.55","9339.55"
"NIFTY PHARMA","15 Sep 2017","9321.80","9378.50","9237.85","9338.00"
"NIFTY PHARMA","14 Sep 2017","9257.65","9396.40","9246.80","9380.85"
"NIFTY PHARMA","13 Sep 2017","9008.10","9211.75","8967.25","9140.60"
"NIFTY PHARMA","12 Sep 2017","8856.80","9009.55","8795.85","8996.10"
"NIFTY PHARMA","11 Sep 2017","8888.25","8917.65","8787.65","8804.45"
"NIFTY PHARMA","08 Sep 2017","8956.20","8998.55","8793.25","8840.30"
"NIFTY PHARMA","07 Sep 2017","8937.75","8985.25","8873.00","8948.80"
"NIFTY PHARMA","06 Sep 2017","8978.55","8980.00","8883.75","8897.30"
"NIFTY PHARMA","05 Sep 2017","9126.75","9127.65","9003.95","9037.60"
"NIFTY PHARMA","04 Sep 2017","9093.95","9120.35","8929.40","9070.35"
"NIFTY PHARMA","01 Sep 2017","8936.85","9088.90","8925.40","9071.70"
"NIFTY PHARMA","31 Aug 2017","8928.20","8939.50","8841.15","8859.65"
"NIFTY PHARMA","30 Aug 2017","8937.95","8987.15","8894.60","8908.05"
"NIFTY PHARMA","29 Aug 2017","8948.30","8956.00","8845.65","8865.05"
"NIFTY PHARMA","28 Aug 2017","8949.30","9031.35","8896.80","8975.05"
"NIFTY PHARMA","24 Aug 2017","8637.10","8921.40","8615.80","8902.05"
"NIFTY PHARMA","23 Aug 2017","8619.15","8641.70","8580.85","8615.85"
"NIFTY PHARMA","22 Aug 2017","8555.15","8630.50","8494.55","8566.65"
"NIFTY PHARMA","21 Aug 2017","8691.80","8696.85","8468.70","8490.20"
"NIFTY PHARMA","18 Aug 2017","8758.95","8758.95","8576.85","8639.40"
"NIFTY PHARMA","17 Aug 2017","8881.55","8909.70","8779.50","8797.10"
"NIFTY PHARMA","16 Aug 2017","8807.95","8870.05","8679.20","8859.40"
"NIFTY PHARMA","14 Aug 2017","8494.05","8786.35","8483.65","8758.10"
"NIFTY PHARMA","11 Aug 2017","8445.25","8604.80","8314.50","8521.35"
"NIFTY PHARMA","10 Aug 2017","8757.30","8917.55","8390.60","8513.20"
"NIFTY PHARMA","09 Aug 2017","9070.15","9076.20","8714.90","8766.25"
"NIFTY PHARMA","08 Aug 2017","9240.05","9264.70","9109.35","9125.85"
"NIFTY PHARMA","07 Aug 2017","9280.55","9323.05","9210.45","9229.05"
"NIFTY PHARMA","04 Aug 2017","9285.80","9287.90","9104.20","9256.85"
"NIFTY PHARMA","03 Aug 2017","9481.70","9566.45","9308.40","9336.90"
"NIFTY PHARMA","02 Aug 2017","9555.10","9557.45","9434.30","9453.95"
"NIFTY PHARMA","01 Aug 2017","9488.90","9602.25","9482.35","9517.30"
"NIFTY PHARMA","31 Jul 2017","9707.95","9707.95","9456.70","9476.40"
"NIFTY PHARMA","28 Jul 2017","9821.25","9821.25","9641.15","9672.60"
"NIFTY PHARMA","27 Jul 2017","10051.60","10059.70","9845.95","9880.25"
"NIFTY PHARMA","26 Jul 2017","9963.65","10044.35","9920.00","10036.80"
"NIFTY PHARMA","25 Jul 2017","9987.10","10003.00","9907.80","9930.55"
"NIFTY PHARMA","24 Jul 2017","10079.85","10092.00","9964.70","9980.50"
"NIFTY PHARMA","21 Jul 2017","10130.65","10130.65","9992.35","10052.40"
"NIFTY PHARMA","20 Jul 2017","10256.05","10259.65","10125.15","10140.75"
"NIFTY PHARMA","19 Jul 2017","10128.50","10245.45","10118.60","10234.60"
"NIFTY PHARMA","18 Jul 2017","9983.05","10096.80","9968.95","10024.30"
"NIFTY PHARMA","17 Jul 2017","9993.85","10020.35","9933.00","9994.75"
"NIFTY PHARMA","14 Jul 2017","9897.95","9994.65","9875.40","9958.25"
"NIFTY PHARMA","13 Jul 2017","9827.05","9910.35","9820.10","9875.25"
"NIFTY PHARMA","12 Jul 2017","9825.65","9859.55","9775.90","9817.80"
"NIFTY PHARMA","11 Jul 2017","9911.15","9948.75","9782.50","9801.65"
"NIFTY PHARMA","10 Jul 2017","9782.75","9919.50","9705.30","9884.45"
"NIFTY PHARMA","07 Jul 2017","9614.80","9778.10","9611.80","9723.85"
"NIFTY PHARMA","06 Jul 2017","9627.00","9661.70","9580.10","9598.45"
"NIFTY PHARMA","05 Jul 2017","9518.95","9612.15","9498.95","9589.15"
"NIFTY PHARMA","04 Jul 2017","9656.20","9659.20","9497.60","9517.95"
"NIFTY PHARMA","03 Jul 2017","9637.60","9648.15","9563.45","9616.30"
"NIFTY PHARMA","30 Jun 2017","9436.85","9632.20","9420.75","9606.40"
"NIFTY PHARMA","29 Jun 2017","9502.55","9513.80","9408.40","9428.20"
"NIFTY PHARMA","28 Jun 2017","9458.70","9498.40","9402.60","9482.35"
"NIFTY PHARMA","27 Jun 2017","9510.45","9575.50","9399.55","9467.90"
"NIFTY PHARMA","23 Jun 2017","9476.05","9541.20","9409.15","9478.15"
"NIFTY PHARMA","22 Jun 2017","9470.25","9536.75","9448.25","9471.60"
"NIFTY PHARMA","21 Jun 2017","9499.25","9532.15","9402.50","9456.80"
"NIFTY PHARMA","20 Jun 2017","9509.00","9546.55","9449.60","9481.90"
"NIFTY PHARMA","19 Jun 2017","9560.35","9564.95","9422.65","9489.20"
"NIFTY PHARMA","16 Jun 2017","9734.20","9764.60","9506.15","9525.50"
"NIFTY PHARMA","15 Jun 2017","9578.30","9740.10","9554.65","9695.85"
"NIFTY PHARMA","14 Jun 2017","9639.70","9658.65","9540.85","9576.00"
"NIFTY PHARMA","13 Jun 2017","9682.00","9707.50","9580.75","9592.15"
"NIFTY PHARMA","12 Jun 2017","9510.40","9614.30","9494.55","9583.85"
"NIFTY PHARMA","09 Jun 2017","9520.80","9531.90","9406.05","9507.35"
"NIFTY PHARMA","08 Jun 2017","9319.40","9551.40","9304.05","9486.65"
"NIFTY PHARMA","07 Jun 2017","9200.00","9337.30","9156.85","9300.55"
"NIFTY PHARMA","06 Jun 2017","9280.00","9280.20","9149.90","9174.60"
