"Index Name","Date","Open","High","Low","Close"
"NIFTY IT","30 Dec 2011","6126.55","6171.55","6115.85","6139.00"
"NIFTY IT","29 Dec 2011","6128.35","6158.40","6097.45","6111.70"
"NIFTY IT","28 Dec 2011","6177.95","6210.75","6138.50","6167.20"
"NIFTY IT","27 Dec 2011","6189.05","6240.15","6124.65","6168.65"
"NIFTY IT","26 Dec 2011","6051.85","6212.75","6051.85","6202.30"
"NIFTY IT","23 Dec 2011","6105.85","6106.25","6024.75","6058.60"
"NIFTY IT","22 Dec 2011","5992.90","6123.65","5987.85","6076.55"
"NIFTY IT","21 Dec 2011","6085.05","6154.50","5991.45","6131.25"
"NIFTY IT","20 Dec 2011","6061.80","6066.45","5976.35","5989.95"
"NIFTY IT","19 Dec 2011","6059.50","6091.95","5967.90","6043.60"
"NIFTY IT","16 Dec 2011","6120.55","6223.25","6079.90","6112.55"
"NIFTY IT","15 Dec 2011","6177.75","6182.80","6054.60","6160.65"
"NIFTY IT","14 Dec 2011","6205.20","6240.25","6166.25","6198.50"
"NIFTY IT","13 Dec 2011","6174.15","6256.75","6157.60","6208.15"
"NIFTY IT","12 Dec 2011","6153.45","6226.35","6111.85","6194.45"
"NIFTY IT","09 Dec 2011","6079.70","6194.50","6064.95","6135.25"
"NIFTY IT","08 Dec 2011","6189.15","6237.60","6131.45","6179.30"
"NIFTY IT","07 Dec 2011","6134.45","6250.30","6105.05","6223.05"
"NIFTY IT","05 Dec 2011","6107.25","6154.75","6081.95","6129.80"
"NIFTY IT","02 Dec 2011","5989.95","6155.85","5986.50","6122.90"
"NIFTY IT","01 Dec 2011","6022.80","6071.05","5960.85","5996.40"
"NIFTY IT","30 Nov 2011","5814.90","5924.15","5803.45","5893.25"
"NIFTY IT","29 Nov 2011","5888.05","5893.10","5827.05","5854.20"
"NIFTY IT","28 Nov 2011","5850.35","5914.40","5850.35","5895.80"
"NIFTY IT","25 Nov 2011","5887.60","5887.60","5779.45","5797.45"
"NIFTY IT","24 Nov 2011","5824.70","5945.70","5739.00","5918.75"
"NIFTY IT","23 Nov 2011","5922.00","5925.60","5766.20","5843.40"
"NIFTY IT","22 Nov 2011","5801.25","6049.35","5801.25","5987.20"
"NIFTY IT","21 Nov 2011","5981.00","5999.45","5835.60","5885.30"
"NIFTY IT","18 Nov 2011","6019.70","6062.55","5978.80","6017.80"
"NIFTY IT","17 Nov 2011","6090.75","6121.05","6034.75","6065.10"
"NIFTY IT","16 Nov 2011","6168.75","6168.75","6073.95","6111.10"
"NIFTY IT","15 Nov 2011","6189.45","6230.00","6156.95","6175.10"
"NIFTY IT","14 Nov 2011","6226.30","6280.45","6198.05","6210.30"
"NIFTY IT","11 Nov 2011","5937.90","6219.35","5937.90","6168.85"
"NIFTY IT","09 Nov 2011","6228.35","6303.50","6215.65","6233.05"
"NIFTY IT","08 Nov 2011","6176.20","6227.20","6154.20","6216.45"
"NIFTY IT","04 Nov 2011","6250.55","6268.75","6135.45","6200.20"
"NIFTY IT","03 Nov 2011","6208.85","6227.70","6102.10","6169.80"
"NIFTY IT","02 Nov 2011","6180.15","6256.50","6179.60","6220.10"
"NIFTY IT","01 Nov 2011","6219.65","6284.80","6173.35","6214.10"
"NIFTY IT","31 Oct 2011","6271.20","6333.85","6261.25","6278.70"
"NIFTY IT","28 Oct 2011","6346.45","6432.65","6246.60","6273.95"
